[Latitude],[Longitude],[Value]
9.83353,103.66676,0.0015
10.0002,100.00002,0.0015
2.16671,102.00006,0.00151
0.16667,123.16715,0.00152
0.16667,128.50059,0.00152
2.00004,102.3334,0.00152
4.00008,113.66696,0.00152
3.3334,112.16693,0.00153
0.16667,129.33394,0.00158
0.66688,99.83335,0.00158
3.16673,111.83359,0.00159
10.3335,100.00002,0.0016
13.3336,100.83337,0.0016
21.8337,108.50019,0.0016
1.83337,102.00006,0.00161
0.66668,108.50019,0.00162
0.83355,99.83335,0.00162
1.00022,99.83335,0.00163
2.16671,101.83339,0.00164
9.50019,100.16669,0.00165
1.6667,102.16673,0.00166
2.00004,102.00006,0.00168
9.33352,104.66678,0.00168
2.16671,110.00022,0.0017
10.5002,100.00002,0.0017
0.66668,129.33394,0.00172
2.00004,102.16673,0.00172
1.6667,102.50007,0.00175
8.66684,100.33336,0.00176
0.33334,129.33394,0.00178
9.16685,100.33336,0.00178
0.50001,129.33394,0.00179
2.50005,111.16691,0.00179
3.3334,112.3336,0.00179
10.0002,103.50009,0.0018
22.5004,113.66696,0.0018
1.16689,99.66668,0.00181
8.3335,100.50003,0.00183
1.50003,128.33392,0.00184
1.83337,102.16673,0.00188
3.3334,112.83361,0.00188
9.00018,100.33336,0.00188
8.83351,100.33336,0.0019
10.6668,100.00002,0.0019
10.8335,100.00002,0.0019
11.5002,124.66718,0.0019
2.33338,111.00024,0.00191
0.33334,107.16683,0.00193
9.83353,125.83387,0.00193
3.3334,111.83359,0.00194
3.3334,112.50027,0.00198
3.3334,112.66694,0.00198
3.83341,113.33362,0.00199
10.3335,100.16669,0.002
2.33338,110.83357,0.00204
0.16667,117.50037,0.00205
9.33352,100.33336,0.00205
2.33338,110.6669,0.00206
2.33338,110.50023,0.00207
3.00006,111.66692,0.00209
0.83335,104.0001,0.0021
8.16683,100.50003,0.0021
10.5002,100.16669,0.0021
13.5002,100.6667,0.0021
0.83335,104.33344,0.00211
1.6667,102.3334,0.00212
1.83337,102.3334,0.00215
3.66674,113.16695,0.00215
2.33338,110.33356,0.00217
6.6668,116.83369,0.00218
3.50007,113.00028,0.00219
0.16667,125.00052,0.0022
1.83337,102.50007,0.0022
9.50019,104.50011,0.00223
0.33334,104.0001,0.00224
0.33334,125.00052,0.00224
0.16667,124.83385,0.00225
3.50007,112.00026,0.00227
0.16667,123.33382,0.00228
9.66686,103.66676,0.00229
10.6668,100.16669,0.0023
9.66686,100.16669,0.00233
9.66686,104.33344,0.00235
0.16667,129.50061,0.00238
10.1668,100.16669,0.0024
11.0002,100.00002,0.0024
4.00008,113.50029,0.00242
9.66686,104.16677,0.00243
2.33338,110.16689,0.00246
3.50007,111.83359,0.00247
0.16667,107.50017,0.00248
3.50007,112.16693,0.0025
22.5004,114.0003,0.0025
3.50007,112.83361,0.00257
0.33334,107.3335,0.00258
8.50017,100.50003,0.0026
10.0002,103.33342,0.0026
10.8335,100.16669,0.0026
23.5004,117.00036,0.0026
9.16685,104.66678,0.00261
0.33334,124.83385,0.00265
6.16679,117.66704,0.00266
0.50001,125.00052,0.00267
2.16671,109.83355,0.00268
9.66686,103.83343,0.00268
1.83337,118.16705,0.0027
10.5002,103.33342,0.0027
10.6668,100.33336,0.0027
11.3335,124.66718,0.0027
2.00004,118.16705,0.00274
0.33334,103.83343,0.00275
9.66686,104.0001,0.00275
3.50007,112.3336,0.00276
0.50001,128.83393,0.00279
9.83353,100.16669,0.00279
10.0002,100.16669,0.0028
22.5004,113.83363,0.0028
3.50007,112.66694,0.00281
8.00016,100.50003,0.00283
3.66674,113.00028,0.00284
0.50001,107.3335,0.00285
0.16667,128.33392,0.00286
1.16689,99.83335,0.00287
3.83341,113.16695,0.00288
0.33334,129.50061,0.0029
3.50007,112.50027,0.0029
29.1672,121.66712,0.0029
9.50019,100.33336,0.00291
0.16667,124.66718,0.00296
2.50005,111.00024,0.00298
3.16673,111.66692,0.00298
11.0002,100.16669,0.003
4.00008,113.33362,0.00301
0.33334,125.16719,0.00303
0.50001,125.16719,0.00304
8.3335,100.6667,0.00305
2.66672,104.0001,0.00306
0.16667,123.50049,0.00308
2.66672,111.16691,0.00308
0.50001,129.50061,0.00309
14.3336,122.3338,0.0031
2.50005,104.0001,0.00311
0.50001,107.16683,0.00317
2.83339,111.33358,0.00318
0.33334,128.33392,0.00322
2.50005,110.83357,0.00324
2.33338,110.00022,0.00327
0.16667,129.66728,0.00329
10.8335,100.33336,0.0033
22.1671,113.33362,0.0033
22.8337,115.667,0.0033
2.50005,110.6669,0.00332
7.83349,100.50003,0.00333
0.50001,124.83385,0.00339
0.16667,125.16719,0.0034
11.0002,100.33336,0.0034
24.8338,118.66706,0.0034
0.66668,129.50061,0.00342
3.66674,112.83361,0.00342
8.66684,100.50003,0.00343
9.33352,100.50003,0.00343
0.66668,104.16677,0.00346
2.50005,110.50023,0.00347
9.83353,103.50009,0.00351
3.3334,111.66692,0.00352
9.16685,100.50003,0.00352
3.66674,111.83359,0.00353
3.66674,112.00026,0.0036
11.1668,119.83375,0.0036
11.3335,120.00042,0.0036
25.1671,119.0004,0.0036
3.00006,111.50025,0.00362
3.16673,117.50037,0.00365
0.33334,124.66718,0.0037
0.66668,125.16719,0.00373
0.16667,124.50051,0.00375
9.00018,100.50003,0.00376
0.66668,125.00052,0.00379
8.83351,100.50003,0.00379
3.83341,113.00028,0.0038
10.1668,103.16675,0.0038
10.5002,100.33336,0.0038
0.50001,108.16685,0.00381
0.16667,123.66716,0.00382
0.16667,129.83395,0.00385
3.66674,112.66694,0.00385
4.16675,113.66696,0.00385
1.33336,104.0001,0.00388
6.16679,117.83371,0.00388
2.50005,110.33356,0.0039
11.1668,100.00002,0.0039
11.1668,120.00042,0.0039
3.66674,112.16693,0.00391
3.50007,111.66692,0.00392
0.83335,104.50011,0.00394
0.50001,103.50009,0.00398
7.66682,100.50003,0.004
10.8335,103.50009,0.004
9.66686,100.33336,0.00401
7.50015,100.50003,0.00406
3.66674,112.3336,0.00409
3.66674,112.50027,0.00411
4.00008,113.16695,0.00412
0.16667,107.00016,0.00421
4.16675,113.50029,0.00422
8.50017,100.6667,0.00422
3.50007,117.66704,0.00423
0.83335,108.66686,0.00425
7.66682,122.66714,0.00425
9.50019,100.50003,0.00427
0.16667,107.66684,0.00429
0.16667,128.16725,0.00434
0.16667,124.33384,0.00437
0.33334,129.66728,0.00437
8.16683,100.6667,0.00438
0.16667,123.83383,0.00443
3.66674,111.66692,0.00447
1.6667,128.16725,0.0045
11.8335,124.66718,0.0045
0.66668,129.16727,0.00451
2.66672,111.00024,0.00459
15.8336,114.33364,0.0046
3.83341,112.83361,0.00462
0.33334,124.50051,0.00466
10.0002,103.16675,0.0047
13.3336,100.6667,0.0047
0.16667,124.16717,0.00474
4.16675,113.33362,0.00474
2.50005,110.16689,0.00475
0.16667,124.0005,0.00477
0.66668,124.83385,0.00477
13.0002,100.83337,0.0048
1.00002,108.83353,0.00481
0.50001,103.66676,0.00485
3.16673,111.50025,0.00486
25.6671,119.50041,0.0049
10.8335,103.33342,0.005
13.1669,100.6667,0.005
15.8336,114.16697,0.005
22.6671,114.66698,0.005
0.50001,125.33386,0.00503
2.00004,109.50021,0.00503
0.50001,129.66728,0.00504
0.66668,104.0001,0.00504
2.66672,110.83357,0.00509
11.1668,100.16669,0.0051
0.33334,128.16725,0.00513
0.33334,124.0005,0.00518
3.83341,111.83359,0.00524
9.83353,100.33336,0.00526
0.83335,125.00052,0.00528
1.33356,99.83335,0.00528
3.83341,112.66694,0.00529
0.33334,124.33384,0.0053
10.3335,100.33336,0.0053
0.66668,108.16685,0.00532
2.66672,110.6669,0.00532
0.83335,125.16719,0.00533
0.33334,125.33386,0.00534
0.66668,103.66676,0.0054
2.83339,111.16691,0.00541
0.66668,103.83343,0.00543
6.16679,118.00038,0.00546
0.50001,124.66718,0.00547
3.00006,111.33358,0.0055
4.83343,118.50039,0.0055
10.0002,125.83387,0.0055
4.00008,113.00028,0.00553
0.33334,124.16717,0.00556
0.66668,125.33386,0.00556
2.66672,110.50023,0.00556
4.16675,113.16695,0.00557
3.83341,112.00026,0.0056
3.83341,111.66692,0.00562
6.00012,118.16705,0.00564
9.00018,104.66678,0.00564
13.0002,100.6667,0.0057
14.0002,123.50049,0.0057
22.6671,115.00032,0.0057
1.33356,99.66668,0.00572
0.16667,125.33386,0.00579
0.33334,129.83395,0.00579
3.83341,112.50027,0.00579
8.66684,100.6667,0.00584
2.33338,109.83355,0.00585
0.66668,107.3335,0.00589
9.50019,104.33344,0.0059
2.33338,118.16705,0.00591
0.33334,107.00016,0.00594
3.3334,111.50025,0.00596
3.83341,112.16693,0.00596
3.83341,112.3336,0.006
6.83347,117.3337,0.00602
0.50001,103.83343,0.00606
8.3335,100.83337,0.00608
12.0002,102.50007,0.0061
15.8336,114.50031,0.0061
9.66686,100.50003,0.00612
0.16667,128.00058,0.00618
8.00016,100.6667,0.0062
10.0002,100.33336,0.0062
4.33342,113.83363,0.00625
2.66672,110.33356,0.00627
10.1668,100.33336,0.0063
22.6671,115.50033,0.0063
28.0005,121.00044,0.0063
2.50005,110.00022,0.00641
8.50017,100.83337,0.00641
0.66668,129.66728,0.00648
1.83337,128.00058,0.0065
12.0002,102.66674,0.0065
1.50023,99.66668,0.00661
2.16671,118.16705,0.00665
5.83345,118.33372,0.00668
0.50001,104.0001,0.00676
2.16671,109.66688,0.00676
2.83339,111.00024,0.00676
4.00008,112.83361,0.00676
9.50019,103.66676,0.00679
4.16675,113.00028,0.00684
9.33352,100.6667,0.00686
3.50007,111.50025,0.00689
10.3335,103.16675,0.0069
22.3337,114.0003,0.0069
8.83351,100.6667,0.00693
4.33342,113.66696,0.00694
15.6669,114.16697,0.007
16.1669,120.16709,0.007
9.50019,100.6667,0.00705
4.16675,108.16685,0.00711
11.3335,100.00002,0.0072
4.33342,113.50029,0.00724
9.16685,100.6667,0.00724
0.33334,107.50017,0.00727
3.16673,111.33358,0.00727
0.83335,125.33386,0.00728
10.6668,103.33342,0.0073
9.00018,100.6667,0.00736
0.33334,128.00058,0.0074
12.6669,100.83337,0.0074
22.6671,115.33366,0.0074
9.66686,103.50009,0.00746
4.33342,113.33362,0.0075
3.00006,111.16691,0.00756
3.66674,111.50025,0.00759
10.5002,107.00016,0.0076
22.3337,113.33362,0.0076
12.6669,124.33384,0.0077
2.83339,110.83357,0.00772
4.33342,113.16695,0.00774
4.00008,111.66692,0.00775
0.50001,129.83395,0.0078
0.50001,104.16677,0.00782
2.66672,110.16689,0.00782
4.00008,112.66694,0.00785
11.5002,123.00048,0.0079
14.0002,122.00046,0.0079
0.66668,124.66718,0.00791
8.66684,104.83345,0.00792
5.33344,115.33366,0.00793
4.00008,111.83359,0.00797
4.16675,112.83361,0.00815
3.83341,111.50025,0.00817
22.6671,115.16699,0.0082
9.83353,103.33342,0.00821
2.83339,110.6669,0.00831
4.33342,113.00028,0.00831
0.83335,127.50057,0.00832
1.6667,118.16705,0.00834
0.66668,129.0006,0.00835
7.83349,100.6667,0.00835
0.50001,104.33344,0.0084
25.1671,119.16707,0.0084
8.16683,100.83337,0.00844
9.83353,100.50003,0.00845
8.66684,100.83337,0.00848
1.16669,108.83353,0.00851
0.50001,107.50017,0.00859
23.1671,116.66702,0.0086
4.00008,112.50027,0.00865
