[Latitude],[Longitude],[Value]
0.50001,127.16723,0.05655
0.50001,127.3339,0.05405
0.50001,127.50057,0.04171
0.50001,128.83393,0.00159
0.50001,129.0006,0.00125
0.50001,129.16727,0.0008
0.50001,129.33394,0.00078
0.50001,129.50061,0.00124
0.50001,129.66728,0.00173
0.50001,129.83395,0.00365
0.66668,103.00008,0
0.66668,103.33342,0.00017
0.66668,103.66676,0.00349
0.66668,103.83343,0.00338
0.66668,104.0001,0.00296
0.66668,104.16677,0.00199
0.66668,104.50011,0.03057
0.66668,104.66678,0.05783
0.66668,104.83345,0.07622
0.66668,105.00012,0.06879
0.66668,105.16679,0.06223
0.66668,105.33346,0.05
0.66668,105.50013,0.04087
0.66668,105.6668,0.03253
0.66668,105.83347,0.02541
0.66668,106.00014,0.02112
0.66668,106.16681,0.01759
0.66668,106.33348,0.01468
0.66668,106.50015,0.01191
0.66668,106.66682,0.00986
0.66668,106.83349,0.00924
0.66668,107.00016,0.01014
0.66668,107.16683,0.01168
0.66668,107.3335,0.01981
0.66668,107.50017,0.0325
0.66668,107.66684,0.05834
0.66668,107.83351,0.06532
0.66668,108.00018,0.05679
0.66668,108.16685,0.02034
0.66668,108.33352,0.00843
0.66668,108.50019,0.00548
0.66668,108.66686,0.00206
0.66668,108.83353,0.00052
0.66668,117.83371,0.08978
0.66668,118.00038,0.1519
0.66668,118.16705,0.23406
0.66668,118.33372,0.34806
0.66668,118.50039,0.31444
0.66668,118.66706,0.31813
0.66668,118.83373,0.29892
0.66668,119.0004,0.26627
0.66668,119.16707,0.2103
0.66668,119.33374,0.17186
0.66668,119.50041,0.15533
0.66668,119.66708,0.14975
0.66668,119.83375,0.14952
0.66668,120.00042,0.14319
0.66668,124.66718,0.00196
0.66668,124.83385,0.00144
0.66668,125.00052,0.00156
0.66668,125.16719,0.00219
0.66668,125.33386,0.00422
0.66668,125.50053,0.00759
0.66668,125.6672,0.0128
0.66668,125.83387,0.01958
0.66668,126.00054,0.02735
0.66668,126.16721,0.03478
0.66668,126.33388,0.04046
0.66668,126.50055,0.04619
0.66668,126.66722,0.05161
0.66668,126.83389,0.05632
0.66668,127.00056,0.06015
0.66668,127.16723,0.06235
0.66668,127.3339,0.04712
0.66668,127.50057,0.02679
0.66668,128.33392,0.00426
0.66668,128.50059,0.00513
0.66668,128.66726,0.00609
0.66668,128.83393,0.00548
0.66668,129.0006,0.00368
0.66668,129.16727,0.002
0.66668,129.33394,0.00148
0.66668,129.50061,0.00211
0.66668,129.66728,0.0032
0.66668,129.83395,0.0049
0.83335,103.16675,0
0.83335,103.33342,0.00004
0.83335,104.0001,0.00104
0.83335,104.33344,0.00138
0.83335,104.50011,0.00244
0.83335,104.83345,0.00765
0.83335,105.00012,0.06935
0.83335,105.16679,0.06704
0.83335,105.33346,0.05398
0.83335,105.50013,0.04525
0.83335,105.6668,0.03681
0.83335,105.83347,0.02949
0.83335,106.00014,0.02508
0.83335,106.16681,0.02222
0.83335,106.33348,0.02147
0.83335,106.50015,0.02441
0.83335,106.66682,0.02938
0.83335,106.83349,0.03248
0.83335,107.00016,0.03037
0.83335,107.16683,0.03261
0.83335,107.3335,0.06745
0.83335,107.50017,0.11489
0.83335,107.66684,0.06082
0.83335,107.83351,0.07316
0.83335,108.00018,0.06148
0.83335,108.16685,0.02934
0.83335,108.33352,0.02654
0.83335,108.50019,0.02756
0.83335,108.66686,0.01782
0.83335,108.83353,0.00755
0.83335,118.16705,0.18037
0.83335,118.33372,0.22909
0.83335,118.66706,0.24271
0.83335,118.83373,0.12438
0.83335,119.0004,0.22914
0.83335,119.16707,0.21903
0.83335,119.33374,0.19326
0.83335,119.50041,0.17629
0.83335,119.66708,0.16856
0.83335,119.83375,0.16992
0.83335,120.00042,0.17445
0.83335,120.16709,0.15815
0.83335,120.50043,0.04813
0.83335,122.83381,0.00931
0.83335,124.83385,0.0026
0.83335,125.00052,0.00227
0.83335,125.16719,0.00301
0.83335,125.33386,0.00621
0.83335,125.50053,0.0115
0.83335,125.6672,0.01876
0.83335,125.83387,0.02727
0.83335,126.00054,0.03633
0.83335,126.16721,0.04435
0.83335,126.33388,0.0507
0.83335,126.50055,0.05571
0.83335,126.66722,0.06018
0.83335,126.83389,0.06517
0.83335,127.00056,0.07091
0.83335,127.16723,0.0753
0.83335,127.50057,0.00585
0.83335,127.83391,0.00022
0.83335,128.50059,0.01648
0.83335,128.66726,0.01529
0.83335,128.83393,0.01476
0.83335,129.0006,0.00895
0.83335,129.16727,0.00474
0.83335,129.33394,0.00316
0.83335,129.50061,0.00386
0.83335,129.66728,0.00762
0.83335,129.83395,0.01063
1.00002,103.16675,0.00004
1.00002,103.33342,0.00002
1.00002,103.50009,0.00012
1.00002,103.66676,0.00007
1.00002,104.0001,0.00041
1.00002,104.66678,0.00878
1.00002,105.00012,0.08276
1.00002,105.16679,0.06963
1.00002,105.33346,0.05928
1.00002,105.50013,0.05041
1.00002,105.6668,0.04243
1.00002,105.83347,0.03478
1.00002,106.00014,0.02984
1.00002,106.16681,0.02719
1.00002,106.33348,0.02848
1.00002,106.50015,0.03787
1.00002,106.66682,0.05387
1.00002,106.83349,0.07421
1.00002,107.00016,0.09797
1.00002,107.16683,0.12414
1.00002,107.3335,0.13408
1.00002,107.50017,0.1268
1.00002,107.66684,0.64311
1.00002,107.83351,0.59529
1.00002,108.00018,0.40896
1.00002,108.16685,0.17612
1.00002,108.33352,0.12112
1.00002,108.50019,0.10362
1.00002,108.66686,0.07203
1.00002,108.83353,0.02774
1.00002,119.0004,0.17787
1.00002,119.16707,0.20485
1.00002,119.33374,0.20646
1.00002,119.50041,0.20079
1.00002,119.66708,0.19974
1.00002,119.83375,0.20332
1.00002,120.00042,0.21003
1.00002,120.16709,0.20954
1.00002,120.33376,0.19107
1.00002,120.50043,0.17435
1.00002,120.6671,0.1433
1.00002,122.50047,0.03855
1.00002,122.66714,0.02238
1.00002,122.83381,0.0518
1.00002,123.00048,0.06517
1.00002,123.16715,0.07514
1.00002,123.33382,0.08703
1.00002,123.50049,0.09938
1.00002,123.66716,0.11044
1.00002,123.83383,0.11948
1.00002,124.0005,0.12567
1.00002,124.16717,0.13106
1.00002,125.00052,0.00546
1.00002,125.16719,0.00754
1.00002,125.33386,0.01125
1.00002,125.50053,0.01868
1.00002,125.6672,0.0289
1.00002,125.83387,0.04362
1.00002,126.00054,0.05771
1.00002,126.16721,0.06316
1.00002,126.33388,0.06512
1.00002,126.50055,0.06756
1.00002,126.66722,0.07373
1.00002,126.83389,0.08059
1.00002,127.00056,0.08867
1.00002,127.16723,0.09846
1.00002,127.3339,0.10116
1.00002,127.66724,0.0006
1.00002,127.83391,0.00051
1.00002,128.66726,0.05703
1.00002,128.83393,0.05047
1.00002,129.0006,0.05137
1.00002,129.16727,0.05911
1.00002,129.33394,0.05187
1.00002,129.50061,0.05881
1.00002,129.66728,0.08714
1.00002,129.83395,0.11497
1.16669,102.50007,0
1.16669,102.66674,0
1.16669,102.83341,0.00004
1.16669,103.00008,0.00016
1.16669,103.16675,0.00019
1.16669,103.33342,0.00023
1.16669,103.50009,0.00031
1.16669,103.66676,0.00034
1.16669,103.83343,0.00027
1.16669,104.16677,0.01822
1.16669,104.66678,0.08801
1.16669,104.83345,0.09551
1.16669,105.00012,0.09017
1.16669,105.16679,0.07635
1.16669,105.33346,0.06612
1.16669,105.50013,0.05703
1.16669,105.6668,0.04878
1.16669,105.83347,0.04155
1.16669,106.00014,0.036
1.16669,106.16681,0.03291
1.16669,106.33348,0.03486
1.16669,106.50015,0.04988
1.16669,106.66682,0.08129
1.16669,106.83349,0.12062
1.16669,107.00016,0.1561
1.16669,107.16683,0.18035
1.16669,107.3335,0.20817
1.16669,107.50017,0.3111
1.16669,107.66684,0.6905
1.16669,107.83351,0.73095
1.16669,108.00018,0.4749
1.16669,108.16685,0.27669
1.16669,108.33352,0.21541
1.16669,108.50019,0.1702
1.16669,108.66686,0.11675
1.16669,108.83353,0.04424
1.16669,118.83373,0.03117
1.16669,119.0004,0.1648
1.16669,119.16707,0.24237
1.16669,119.33374,0.2716
1.16669,119.50041,0.26719
1.16669,119.66708,0.25834
1.16669,119.83375,0.25575
1.16669,120.00042,0.26087
1.16669,120.16709,0.25528
1.16669,120.33376,0.24098
1.16669,120.50043,0.22519
1.16669,120.6671,0.20152
1.16669,121.50045,0.02408
1.16669,121.66712,0.03618
1.16669,121.83379,0.02356
1.16669,122.00046,0.03656
1.16669,122.16713,0.04543
1.16669,122.3338,0.05174
1.16669,122.50047,0.0591
1.16669,122.66714,0.06497
1.16669,122.83381,0.07228
1.16669,123.00048,0.08125
1.16669,123.16715,0.09106
1.16669,123.33382,0.10166
1.16669,123.50049,0.11228
1.16669,123.66716,0.12179
1.16669,123.83383,0.12974
1.16669,124.0005,0.13536
1.16669,124.16717,0.13911
1.16669,124.33384,0.14196
1.16669,125.16719,0.01791
1.16669,125.33386,0.0352
1.16669,125.50053,0.04769
1.16669,125.6672,0.05925
1.16669,125.83387,0.06281
1.16669,126.00054,0.08219
1.16669,126.16721,0.10119
1.16669,126.33388,0.12022
1.16669,126.50055,0.1207
1.16669,126.66722,0.11657
1.16669,126.83389,0.11728
1.16669,127.00056,0.12346
1.16669,127.16723,0.13567
1.16669,127.3339,0.14478
1.16669,128.00058,0.00007
1.16669,128.16725,0.00005
1.16669,128.83393,0.16932
1.16669,129.0006,0.25089
1.16669,129.16727,0.40081
1.16669,129.33394,0.45574
1.16669,129.50061,0.43822
1.16669,129.66728,0.36757
1.16669,129.83395,0.3524
1.33336,102.16673,0
1.33336,102.66674,0.00009
1.33336,102.83341,0.0001
1.33336,103.00008,0.00011
1.33336,103.16675,0.00011
1.33336,103.33342,0.00008
1.33336,104.0001,0.00345
1.33336,104.16677,0.05223
1.33336,104.33344,0.11914
1.33336,104.50011,0.12053
1.33336,104.66678,0.1188
1.33336,104.83345,0.10949
1.33336,105.00012,0.09817
1.33336,105.16679,0.08595
1.33336,105.33346,0.074
1.33336,105.50013,0.06396
1.33336,105.6668,0.05614
1.33336,105.83347,0.0497
1.33336,106.00014,0.0443
1.33336,106.16681,0.04111
1.33336,106.33348,0.04289
1.33336,106.50015,0.0594
1.33336,106.66682,0.10165
1.33336,106.83349,0.15377
1.33336,107.00016,0.1927
1.33336,107.16683,0.21545
1.33336,107.3335,0.23796
1.33336,107.50017,0.31075
1.33336,107.66684,0.51232
1.33336,107.83351,0.49867
1.33336,108.00018,0.39475
1.33336,108.16685,0.3187
1.33336,108.33352,0.27245
1.33336,108.50019,0.21964
1.33336,108.66686,0.15649
1.33336,108.83353,0.09261
1.33336,109.0002,0.02626
1.33336,118.66706,0.01678
1.33336,118.83373,0.09457
1.33336,119.0004,0.45982
1.33336,119.16707,0.55196
1.33336,119.33374,0.42811
1.33336,119.50041,0.36067
1.33336,119.66708,0.33787
1.33336,119.83375,0.32701
1.33336,120.00042,0.32545
1.33336,120.16709,0.30051
1.33336,120.33376,0.27943
1.33336,120.50043,0.25736
1.33336,120.6671,0.24474
1.33336,120.83377,0.21382
1.33336,121.16711,0.04808
1.33336,121.33378,0.07488
1.33336,121.50045,0.07816
1.33336,121.66712,0.07274
1.33336,121.83379,0.06411
1.33336,122.00046,0.05906
1.33336,122.16713,0.059
1.33336,122.3338,0.0626
1.33336,122.50047,0.06775
1.33336,122.66714,0.07412
1.33336,122.83381,0.08183
1.33336,123.00048,0.09133
1.33336,123.16715,0.10205
1.33336,123.33382,0.11332
1.33336,123.50049,0.12402
1.33336,123.66716,0.13321
1.33336,123.83383,0.1406
1.33336,124.0005,0.14556
1.33336,124.16717,0.14886
1.33336,124.33384,0.15035
1.33336,124.50051,0.12923
1.33336,125.16719,0.03508
1.33336,125.33386,0.06929
1.33336,125.50053,0.12199
1.33336,125.6672,0.19449
1.33336,125.83387,0.41572
1.33336,126.00054,0.48361
1.33336,126.16721,0.55337
1.33336,126.33388,0.46185
1.33336,126.50055,0.52845
1.33336,126.66722,0.6554
1.33336,126.83389,0.60649
1.33336,127.00056,0.31825
1.33336,127.16723,0.23555
1.33336,127.3339,0.2251
1.33336,128.00058,0.00112
1.33336,128.83393,0.2567
1.33336,129.0006,0.33603
1.33336,129.16727,0.44002
1.33336,129.33394,0.47064
1.33336,129.50061,0.45009
1.33336,129.66728,0.42158
1.33336,129.83395,0.42546
1.50003,102.00006,0
1.50003,102.50007,0.00003
1.50003,102.66674,0.00011
1.50003,102.83341,0.00007
1.50003,103.00008,0.00006
1.50003,103.16675,0.00005
1.50003,103.33342,0.00002
1.50003,104.33344,0.14547
1.50003,104.50011,0.13887
1.50003,104.66678,0.12979
1.50003,104.83345,0.11932
1.50003,105.00012,0.10849
1.50003,105.16679,0.09458
1.50003,105.33346,0.08224
1.50003,105.50013,0.07212
1.50003,105.6668,0.06468
1.50003,105.83347,0.05921
1.50003,106.00014,0.05507
1.50003,106.16681,0.05279
1.50003,106.33348,0.05437
1.50003,106.50015,0.06782
1.50003,106.66682,0.1112
1.50003,106.83349,0.17206
1.50003,107.00016,0.21942
1.50003,107.16683,0.2457
1.50003,107.3335,0.25778
1.50003,107.50017,0.28411
1.50003,107.66684,0.34809
1.50003,107.83351,0.35886
1.50003,108.00018,0.36052
1.50003,108.16685,0.33255
1.50003,108.33352,0.29819
1.50003,108.50019,0.25424
1.50003,108.66686,0.1986
1.50003,108.83353,0.1322
1.50003,109.0002,0.05448
1.50003,111.00024,0
1.50003,118.50039,0.01663
1.50003,118.66706,0.05805
1.50003,118.83373,0.20285
1.50003,119.0004,0.66873
1.50003,119.16707,0.5844
1.50003,119.33374,0.48047
1.50003,119.50041,0.42502
1.50003,119.66708,0.39984
1.50003,119.83375,0.39148
1.50003,120.00042,0.38889
1.50003,120.16709,0.35384
1.50003,120.33376,0.31616
1.50003,120.50043,0.29236
1.50003,120.6671,0.27467
1.50003,120.83377,0.26301
1.50003,121.00044,0.23676
1.50003,121.16711,0.20841
1.50003,121.33378,0.18021
1.50003,121.50045,0.1498
1.50003,121.66712,0.12004
1.50003,121.83379,0.09527
1.50003,122.00046,0.07981
1.50003,122.16713,0.07426
1.50003,122.3338,0.07518
1.50003,122.50047,0.07922
1.50003,122.66714,0.08492
1.50003,122.83381,0.09214
1.50003,123.00048,0.10167
1.50003,123.16715,0.11282
1.50003,123.33382,0.12453
1.50003,123.50049,0.1355
1.50003,123.66716,0.14455
1.50003,123.83383,0.15164
1.50003,124.0005,0.1563
1.50003,124.16717,0.1591
1.50003,124.33384,0.16044
1.50003,124.50051,0.16078
1.50003,124.66718,0.16158
1.50003,124.83385,0.16568
1.50003,125.33386,0.13157
1.50003,125.50053,0.25853
1.50003,125.6672,0.38004
1.50003,125.83387,0.4734
1.50003,126.00054,0.52666
1.50003,126.16721,0.56353
1.50003,126.33388,0.5193
1.50003,126.50055,0.54458
1.50003,126.66722,0.61336
1.50003,126.83389,0.56708
1.50003,127.00056,0.39945
1.50003,127.16723,0.32288
1.50003,127.3339,0.30901
1.50003,127.50057,0.28003
1.50003,128.16725,0.01483
1.50003,128.33392,0.01562
1.50003,128.83393,0.32428
1.50003,129.0006,0.37696
1.50003,129.16727,0.41089
1.50003,129.33394,0.43045
1.50003,129.50061,0.44502
1.50003,129.66728,0.45832
1.50003,129.83395,0.47158
1.6667,101.83339,0.00008
1.6667,102.00006,0.00034
1.6667,102.16673,0.00044
1.6667,102.3334,0.00035
1.6667,102.50007,0.00015
1.6667,102.66674,0.00011
1.6667,102.83341,0.00005
1.6667,103.00008,0.00003
1.6667,104.33344,0.16068
1.6667,104.50011,0.1497
1.6667,104.66678,0.13911
1.6667,104.83345,0.12827
1.6667,105.00012,0.11784
1.6667,105.16679,0.10408
1.6667,105.33346,0.09166
1.6667,105.50013,0.08153
1.6667,105.6668,0.07426
1.6667,105.83347,0.06964
1.6667,106.00014,0.06708
1.6667,106.16681,0.0658
1.6667,106.33348,0.0674
1.6667,106.50015,0.07741
1.6667,106.66682,0.1124
1.6667,106.83349,0.17379
1.6667,107.00016,0.2326
1.6667,107.16683,0.26994
1.6667,107.3335,0.28377
1.6667,107.50017,0.28699
1.6667,107.66684,0.30351
1.6667,107.83351,0.32973
1.6667,108.00018,0.34586
1.6667,108.16685,0.33467
1.6667,108.33352,0.31613
1.6667,108.50019,0.28982
1.6667,108.66686,0.24482
1.6667,108.83353,0.17869
1.6667,109.0002,0.09862
1.6667,109.16687,0.03742
1.6667,110.50023,0
1.6667,110.6669,0.00002
1.6667,110.83357,0.00002
1.6667,111.00024,0.00003
1.6667,118.16705,0.01643
1.6667,118.33372,0.02656
1.6667,118.50039,0.08315
1.6667,118.66706,0.19609
1.6667,118.83373,0.48318
1.6667,119.0004,0.5771
1.6667,119.16707,0.5334
1.6667,119.33374,0.50339
1.6667,119.50041,0.48431
1.6667,119.66708,0.46862
1.6667,119.83375,0.4574
1.6667,120.00042,0.4487
1.6667,120.16709,0.4064
1.6667,120.33376,0.35964
1.6667,120.50043,0.32857
1.6667,120.6671,0.30722
1.6667,120.83377,0.2946
1.6667,121.00044,0.28048
1.6667,121.16711,0.25793
1.6667,121.33378,0.22812
1.6667,121.50045,0.19297
1.6667,121.66712,0.15637
1.6667,121.83379,0.12412
1.6667,122.00046,0.10273
1.6667,122.16713,0.09262
1.6667,122.3338,0.09009
1.6667,122.50047,0.09192
1.6667,122.66714,0.0962
1.6667,122.83381,0.10249
1.6667,123.00048,0.11133
1.6667,123.16715,0.12257
1.6667,123.33382,0.13455
1.6667,123.50049,0.14583
1.6667,123.66716,0.15504
1.6667,123.83383,0.16206
1.6667,124.0005,0.16688
1.6667,124.16717,0.16956
1.6667,124.33384,0.17053
1.6667,124.50051,0.17079
1.6667,124.66718,0.17106
1.6667,124.83385,0.17333
1.6667,125.33386,0.23933
1.6667,125.50053,0.37867
1.6667,125.6672,0.4664
1.6667,125.83387,0.51915
1.6667,126.00054,0.56579
1.6667,126.16721,0.53956
1.6667,126.33388,0.5101
1.6667,126.50055,0.50032
1.6667,126.66722,0.50237
1.6667,126.83389,0.48269
1.6667,127.00056,0.43022
1.6667,127.16723,0.38257
1.6667,127.3339,0.36362
1.6667,128.16725,0.02551
1.6667,128.33392,0.0777
1.6667,128.50059,0.14692
1.6667,128.66726,0.24837
1.6667,128.83393,0.38368
1.6667,129.0006,0.43606
1.6667,129.16727,0.4628
1.6667,129.33394,0.48411
1.6667,129.50061,0.49825
1.6667,129.66728,0.50649
1.6667,129.83395,0.50525
1.83337,101.83339,0.00034
1.83337,102.00006,0.00053
1.83337,102.16673,0.00061
1.83337,102.3334,0.0006
1.83337,102.50007,0.00042
1.83337,102.66674,0.00004
1.83337,102.83341,0
1.83337,104.16677,0.01967
1.83337,104.33344,0.18045
1.83337,104.50011,0.15788
1.83337,104.66678,0.14923
1.83337,104.83345,0.13784
1.83337,105.00012,0.12791
1.83337,105.16679,0.11485
1.83337,105.33346,0.10253
1.83337,105.50013,0.0923
1.83337,105.6668,0.08485
1.83337,105.83347,0.08059
1.83337,106.00014,0.07887
1.83337,106.16681,0.07842
1.83337,106.33348,0.08023
1.83337,106.50015,0.08732
1.83337,106.66682,0.10945
1.83337,106.83349,0.16248
1.83337,107.00016,0.22619
1.83337,107.16683,0.27582
1.83337,107.3335,0.30302
1.83337,107.50017,0.31001
1.83337,107.66684,0.3166
1.83337,107.83351,0.33059
1.83337,108.00018,0.34162
1.83337,108.16685,0.34205
1.83337,108.33352,0.33768
1.83337,108.50019,0.32614
1.83337,108.66686,0.31109
1.83337,108.83353,0.27135
1.83337,109.0002,0.19038
1.83337,109.16687,0.06585
1.83337,109.83355,0.00072
1.83337,110.00022,0.00058
1.83337,110.16689,0.00015
1.83337,110.33356,0.00007
1.83337,110.50023,0.00008
1.83337,110.6669,0.00011
1.83337,110.83357,0.00014
1.83337,111.00024,0.00016
1.83337,118.00038,0.00132
1.83337,118.16705,0.00672
