[Latitude],[Longitude],[Value]
0.33334,125.6672,0.00864
0.33334,125.83387,0.01211
0.33334,126.00054,0.01614
0.33334,126.16721,0.0206
0.33334,126.33388,0.02539
0.33334,126.50055,0.03016
0.33334,126.66722,0.03437
0.33334,126.83389,0.03791
0.33334,127.00056,0.04116
0.33334,127.16723,0.04459
0.33334,127.3339,0.0154
0.33334,127.50057,0.03201
0.33334,127.66724,0.02451
0.33334,128.00058,0.00037
0.33334,128.16725,0.00008
0.33334,128.33392,0.00007
0.33334,128.50059,0.00005
0.33334,128.83393,0.00105
0.33334,129.0006,0.00112
0.33334,129.16727,0.00177
0.33334,129.33394,0.00257
0.33334,129.50061,0.00346
0.33334,129.66728,0.00443
0.33334,129.83395,0.00526
0.50001,103.50009,0.0017
0.50001,103.66676,0.00224
0.50001,103.83343,0.0028
0.50001,104.0001,0.00293
0.50001,104.16677,0.00311
0.50001,104.33344,0.00305
0.50001,104.50011,0.0116
0.50001,104.66678,0.03984
0.50001,104.83345,0.03424
0.50001,105.00012,0.02613
0.50001,105.16679,0.02037
0.50001,105.33346,0.0146
0.50001,105.50013,0.01129
0.50001,105.6668,0.00885
0.50001,105.83347,0.00749
0.50001,106.00014,0.00704
0.50001,106.16681,0.00754
0.50001,106.33348,0.00783
0.50001,106.50015,0.00767
0.50001,106.66682,0.00735
0.50001,106.83349,0.00893
0.50001,107.00016,0.01404
0.50001,107.16683,0.0227
0.50001,107.3335,0.03465
0.50001,107.50017,0.0398
0.50001,107.66684,0.02507
0.50001,107.83351,0.04423
0.50001,108.00018,0.04204
0.50001,108.16685,0.00653
0.50001,108.33352,0.00133
0.50001,108.50019,0.00086
0.50001,108.66686,0.00039
0.50001,117.66704,0.04675
0.50001,117.83371,0.05175
0.50001,118.00038,0.06228
0.50001,118.16705,0.12778
0.50001,118.33372,0.39193
0.50001,118.50039,0.65033
0.50001,118.66706,0.74349
0.50001,118.83373,0.59686
0.50001,119.0004,0.34393
0.50001,119.16707,0.17422
0.50001,119.33374,0.11657
0.50001,119.50041,0.09206
0.50001,119.66708,0.0783
0.50001,119.83375,0.0715
0.50001,120.00042,0.05862
0.50001,120.6671,0
0.50001,121.66712,0.00007
0.50001,122.50047,0.00068
0.50001,122.66714,0.00039
0.50001,124.66718,0.00103
0.50001,124.83385,0.00148
0.50001,125.00052,0.00181
0.50001,125.16719,0.00244
0.50001,125.33386,0.00423
0.50001,125.50053,0.00716
0.50001,125.6672,0.01096
0.50001,125.83387,0.01545
0.50001,126.00054,0.02037
0.50001,126.16721,0.02558
0.50001,126.33388,0.03093
0.50001,126.50055,0.0359
0.50001,126.66722,0.04016
0.50001,126.83389,0.04348
0.50001,127.00056,0.04625
0.50001,127.16723,0.04991
0.50001,127.3339,0.04872
0.50001,127.50057,0.04129
0.50001,128.83393,0.00155
0.50001,129.0006,0.00146
0.50001,129.16727,0.00231
0.50001,129.33394,0.00335
0.50001,129.50061,0.00453
0.50001,129.66728,0.00579
0.50001,129.83395,0.00705
0.66668,103.00008,0
0.66668,103.33342,0.00011
0.66668,103.66676,0.00226
0.66668,103.83343,0.00209
0.66668,104.0001,0.00176
0.66668,104.16677,0.00113
0.66668,104.50011,0.01665
0.66668,104.66678,0.02892
0.66668,104.83345,0.0352
0.66668,105.00012,0.02738
0.66668,105.16679,0.02227
0.66668,105.33346,0.01629
0.66668,105.50013,0.01301
0.66668,105.6668,0.01084
0.66668,105.83347,0.01033
0.66668,106.00014,0.0111
0.66668,106.16681,0.01241
0.66668,106.33348,0.01285
0.66668,106.50015,0.01213
0.66668,106.66682,0.01089
0.66668,106.83349,0.01351
0.66668,107.00016,0.0266
0.66668,107.16683,0.04725
0.66668,107.3335,0.06545
0.66668,107.50017,0.08586
0.66668,107.66684,0.13847
0.66668,107.83351,0.15662
0.66668,108.00018,0.12482
0.66668,108.16685,0.05369
0.66668,108.33352,0.01986
0.66668,108.50019,0.00875
0.66668,108.66686,0.00272
0.66668,108.83353,0.00073
0.66668,117.83371,0.08225
0.66668,118.00038,0.10184
0.66668,118.16705,0.1439
0.66668,118.33372,0.3335
0.66668,118.50039,0.52906
0.66668,118.66706,0.65197
0.66668,118.83373,0.57288
0.66668,119.0004,0.42674
0.66668,119.16707,0.27959
0.66668,119.33374,0.19417
0.66668,119.50041,0.1327
0.66668,119.66708,0.0977
0.66668,119.83375,0.08548
0.66668,120.00042,0.08269
0.66668,124.66718,0.00177
0.66668,124.83385,0.00297
0.66668,125.00052,0.0036
0.66668,125.16719,0.004
0.66668,125.33386,0.00566
0.66668,125.50053,0.00917
0.66668,125.6672,0.01405
0.66668,125.83387,0.01975
0.66668,126.00054,0.02576
0.66668,126.16721,0.03186
0.66668,126.33388,0.0377
0.66668,126.50055,0.04286
0.66668,126.66722,0.04675
0.66668,126.83389,0.04962
0.66668,127.00056,0.05131
0.66668,127.16723,0.05464
0.66668,127.3339,0.04506
0.66668,127.50057,0.03054
0.66668,128.33392,0.00651
0.66668,128.50059,0.00648
0.66668,128.66726,0.00398
0.66668,128.83393,0.00253
0.66668,129.0006,0.00286
0.66668,129.16727,0.00362
0.66668,129.33394,0.00465
0.66668,129.50061,0.006
0.66668,129.66728,0.00752
0.66668,129.83395,0.00925
0.83335,103.16675,0
0.83335,103.33342,0.00002
0.83335,104.0001,0.00052
0.83335,104.33344,0.00073
0.83335,104.50011,0.00129
0.83335,104.83345,0.0057
0.83335,105.00012,0.0299
0.83335,105.16679,0.02485
0.83335,105.33346,0.01838
0.83335,105.50013,0.01515
0.83335,105.6668,0.01369
0.83335,105.83347,0.01515
0.83335,106.00014,0.01845
0.83335,106.16681,0.02112
0.83335,106.33348,0.02131
0.83335,106.50015,0.01941
0.83335,106.66682,0.01624
0.83335,106.83349,0.01706
0.83335,107.00016,0.03637
0.83335,107.16683,0.06746
0.83335,107.3335,0.12145
0.83335,107.50017,0.20245
0.83335,107.66684,0.17702
0.83335,107.83351,0.21795
0.83335,108.00018,0.19361
0.83335,108.16685,0.09395
0.83335,108.33352,0.05865
0.83335,108.50019,0.04689
0.83335,108.66686,0.02341
0.83335,108.83353,0.00605
0.83335,118.16705,0.14712
0.83335,118.33372,0.22199
0.83335,118.66706,0.38544
0.83335,118.83373,0.22584
0.83335,119.0004,0.48614
0.83335,119.16707,0.42793
0.83335,119.33374,0.3051
0.83335,119.50041,0.20352
0.83335,119.66708,0.12843
0.83335,119.83375,0.09875
0.83335,120.00042,0.09753
0.83335,120.16709,0.09017
0.83335,120.50043,0.02535
0.83335,122.83381,0.00752
0.83335,124.83385,0.00455
0.83335,125.00052,0.00629
0.83335,125.16719,0.00658
0.83335,125.33386,0.00787
0.83335,125.50053,0.01198
0.83335,125.6672,0.01825
0.83335,125.83387,0.02548
0.83335,126.00054,0.03286
0.83335,126.16721,0.0398
0.83335,126.33388,0.0461
0.83335,126.50055,0.05106
0.83335,126.66722,0.05428
0.83335,126.83389,0.05591
0.83335,127.00056,0.05636
0.83335,127.16723,0.05896
0.83335,127.50057,0.00553
0.83335,127.83391,0.00033
0.83335,128.50059,0.01093
0.83335,128.66726,0.00936
0.83335,128.83393,0.01011
0.83335,129.0006,0.01281
0.83335,129.16727,0.01355
0.83335,129.33394,0.01195
0.83335,129.50061,0.0131
0.83335,129.66728,0.01537
0.83335,129.83395,0.01604
1.00002,103.16675,0.00003
1.00002,103.33342,0.00002
1.00002,103.50009,0.0001
1.00002,103.66676,0.00005
1.00002,104.0001,0.00025
1.00002,104.66678,0.00395
1.00002,105.00012,0.03666
1.00002,105.16679,0.02742
1.00002,105.33346,0.02139
1.00002,105.50013,0.01762
1.00002,105.6668,0.01697
1.00002,105.83347,0.02083
1.00002,106.00014,0.02832
1.00002,106.16681,0.03595
1.00002,106.33348,0.04142
1.00002,106.50015,0.04268
1.00002,106.66682,0.03903
1.00002,106.83349,0.0389
1.00002,107.00016,0.07562
1.00002,107.16683,0.16401
1.00002,107.3335,0.24447
1.00002,107.50017,0.17742
1.00002,107.66684,0.69332
1.00002,107.83351,0.68703
1.00002,108.00018,0.50528
1.00002,108.16685,0.29462
1.00002,108.33352,0.19456
1.00002,108.50019,0.12522
1.00002,108.66686,0.06308
1.00002,108.83353,0.02228
1.00002,119.0004,0.5846
1.00002,119.16707,0.6391
1.00002,119.33374,0.53516
1.00002,119.50041,0.30072
1.00002,119.66708,0.18509
1.00002,119.83375,0.13352
1.00002,120.00042,0.1133
1.00002,120.16709,0.11386
1.00002,120.33376,0.10336
1.00002,120.50043,0.10064
1.00002,120.6671,0.09523
1.00002,122.50047,0.02981
1.00002,122.66714,0.01948
1.00002,122.83381,0.04091
1.00002,123.00048,0.05022
1.00002,123.16715,0.05633
1.00002,123.33382,0.06325
1.00002,123.50049,0.07084
1.00002,123.66716,0.0788
1.00002,123.83383,0.08732
1.00002,124.0005,0.09579
1.00002,124.16717,0.10747
1.00002,125.00052,0.01021
1.00002,125.16719,0.01155
1.00002,125.33386,0.01216
1.00002,125.50053,0.01697
1.00002,125.6672,0.02549
1.00002,125.83387,0.03526
1.00002,126.00054,0.04407
1.00002,126.16721,0.05128
1.00002,126.33388,0.05758
1.00002,126.50055,0.06181
1.00002,126.66722,0.06369
1.00002,126.83389,0.06371
1.00002,127.00056,0.06317
1.00002,127.16723,0.06332
1.00002,127.3339,0.07016
1.00002,127.66724,0.00078
1.00002,127.83391,0.0008
1.00002,128.66726,0.04163
1.00002,128.83393,0.06254
1.00002,129.0006,0.07097
1.00002,129.16727,0.06788
1.00002,129.33394,0.0507
1.00002,129.50061,0.06371
1.00002,129.66728,0.0771
1.00002,129.83395,0.07273
1.16669,102.50007,0
1.16669,102.66674,0
1.16669,102.83341,0.00003
1.16669,103.00008,0.00013
1.16669,103.16675,0.00014
1.16669,103.33342,0.00017
1.16669,103.50009,0.00025
1.16669,103.66676,0.00027
1.16669,103.83343,0.00021
1.16669,104.16677,0.01098
1.16669,104.66678,0.04368
1.16669,104.83345,0.04353
1.16669,105.00012,0.04072
1.16669,105.16679,0.03113
1.16669,105.33346,0.02537
1.16669,105.50013,0.02086
1.16669,105.6668,0.02053
1.16669,105.83347,0.02681
1.16669,106.00014,0.03933
1.16669,106.16681,0.05364
1.16669,106.33348,0.06738
1.16669,106.50015,0.08108
1.16669,106.66682,0.10354
1.16669,106.83349,0.14991
1.16669,107.00016,0.22058
1.16669,107.16683,0.26299
1.16669,107.3335,0.30613
1.16669,107.50017,0.36768
1.16669,107.66684,0.60875
1.16669,107.83351,0.60568
1.16669,108.00018,0.4938
1.16669,108.16685,0.38145
1.16669,108.33352,0.28907
1.16669,108.50019,0.19108
1.16669,108.66686,0.10567
1.16669,108.83353,0.03924
1.16669,118.83373,0.09007
1.16669,119.0004,0.63725
1.16669,119.16707,0.7011
1.16669,119.33374,0.669
1.16669,119.50041,0.55904
1.16669,119.66708,0.37348
1.16669,119.83375,0.22154
1.16669,120.00042,0.16863
1.16669,120.16709,0.14295
1.16669,120.33376,0.13286
1.16669,120.50043,0.13297
1.16669,120.6671,0.13498
1.16669,121.50045,0.02016
1.16669,121.66712,0.04025
1.16669,121.83379,0.02706
1.16669,122.00046,0.04157
1.16669,122.16713,0.04951
1.16669,122.3338,0.05237
1.16669,122.50047,0.05333
1.16669,122.66714,0.05318
1.16669,122.83381,0.05556
1.16669,123.00048,0.05981
1.16669,123.16715,0.06494
1.16669,123.33382,0.0709
1.16669,123.50049,0.0779
1.16669,123.66716,0.08607
1.16669,123.83383,0.0948
1.16669,124.0005,0.10379
1.16669,124.16717,0.11248
1.16669,124.33384,0.12198
1.16669,125.16719,0.02292
1.16669,125.33386,0.03565
1.16669,125.50053,0.04692
1.16669,125.6672,0.05166
1.16669,125.83387,0.0605
1.16669,126.00054,0.06953
1.16669,126.16721,0.07825
1.16669,126.33388,0.08389
1.16669,126.50055,0.08579
1.16669,126.66722,0.08384
1.16669,126.83389,0.08102
1.16669,127.00056,0.07899
1.16669,127.16723,0.07933
1.16669,127.3339,0.08712
1.16669,128.00058,0.00019
1.16669,128.16725,0.00009
1.16669,128.83393,0.18636
1.16669,129.0006,0.36462
1.16669,129.16727,0.53557
1.16669,129.33394,0.7084
1.16669,129.50061,0.68133
1.16669,129.66728,0.61337
1.16669,129.83395,0.52179
1.33336,102.16673,0
1.33336,102.66674,0.00007
1.33336,102.83341,0.00009
1.33336,103.00008,0.00009
1.33336,103.16675,0.00008
1.33336,103.33342,0.00006
1.33336,104.0001,0.00262
1.33336,104.16677,0.0309
1.33336,104.33344,0.06621
1.33336,104.50011,0.06213
1.33336,104.66678,0.05849
1.33336,104.83345,0.05127
1.33336,105.00012,0.04472
1.33336,105.16679,0.03621
1.33336,105.33346,0.03028
1.33336,105.50013,0.02553
1.33336,105.6668,0.0252
1.33336,105.83347,0.03291
1.33336,106.00014,0.04922
1.33336,106.16681,0.06968
1.33336,106.33348,0.09068
1.33336,106.50015,0.11592
1.33336,106.66682,0.1542
1.33336,106.83349,0.20658
1.33336,107.00016,0.25554
1.33336,107.16683,0.29935
1.33336,107.3335,0.34962
1.33336,107.50017,0.40829
1.33336,107.66684,0.52203
1.33336,107.83351,0.52073
1.33336,108.00018,0.49755
1.33336,108.16685,0.43102
1.33336,108.33352,0.34434
1.33336,108.50019,0.23173
1.33336,108.66686,0.13558
1.33336,108.83353,0.08762
1.33336,109.0002,0.03409
1.33336,118.66706,0.0934
1.33336,118.83373,0.27771
1.33336,119.0004,0.6213
1.33336,119.16707,0.74592
1.33336,119.33374,0.69631
1.33336,119.50041,0.59485
1.33336,119.66708,0.47004
1.33336,119.83375,0.37351
1.33336,120.00042,0.29316
1.33336,120.16709,0.20933
1.33336,120.33376,0.16954
1.33336,120.50043,0.15957
1.33336,120.6671,0.16253
1.33336,120.83377,0.14796
1.33336,121.16711,0.02883
1.33336,121.33378,0.05353
1.33336,121.50045,0.07184
1.33336,121.66712,0.08441
1.33336,121.83379,0.08977
1.33336,122.00046,0.08952
1.33336,122.16713,0.08446
1.33336,122.3338,0.07619
1.33336,122.50047,0.06824
1.33336,122.66714,0.06347
1.33336,122.83381,0.06274
1.33336,123.00048,0.06541
1.33336,123.16715,0.07005
1.33336,123.33382,0.07615
1.33336,123.50049,0.08379
1.33336,123.66716,0.09269
1.33336,123.83383,0.10227
1.33336,124.0005,0.11184
1.33336,124.16717,0.1211
1.33336,124.33384,0.12942
1.33336,124.50051,0.11498
1.33336,125.16719,0.04782
1.33336,125.33386,0.06544
1.33336,125.50053,0.15134
1.33336,125.6672,0.25183
1.33336,125.83387,0.34172
1.33336,126.00054,0.36073
1.33336,126.16721,0.32984
1.33336,126.33388,0.28608
1.33336,126.50055,0.24117
1.33336,126.66722,0.20751
1.33336,126.83389,0.20717
1.33336,127.00056,0.18206
1.33336,127.16723,0.16675
1.33336,127.3339,0.14011
1.33336,128.00058,0.00104
1.33336,128.83393,0.2786
1.33336,129.0006,0.43602
1.33336,129.16727,0.5562
1.33336,129.33394,0.61836
1.33336,129.50061,0.66042
1.33336,129.66728,0.66443
1.33336,129.83395,0.63044
1.50003,102.00006,0
1.50003,102.50007,0.00001
1.50003,102.66674,0.00006
1.50003,102.83341,0.00006
1.50003,103.00008,0.00005
1.50003,103.16675,0.00003
1.50003,103.33342,0.00001
1.50003,104.33344,0.08229
1.50003,104.50011,0.07317
1.50003,104.66678,0.0652
1.50003,104.83345,0.05768
1.50003,105.00012,0.04992
1.50003,105.16679,0.04208
1.50003,105.33346,0.03644
1.50003,105.50013,0.03196
1.50003,105.6668,0.03138
1.50003,105.83347,0.03902
1.50003,106.00014,0.05739
1.50003,106.16681,0.08309
1.50003,106.33348,0.11192
1.50003,106.50015,0.14188
1.50003,106.66682,0.17475
1.50003,106.83349,0.20862
1.50003,107.00016,0.25631
1.50003,107.16683,0.31837
1.50003,107.3335,0.37421
1.50003,107.50017,0.41039
1.50003,107.66684,0.46839
1.50003,107.83351,0.49353
1.50003,108.00018,0.50249
1.50003,108.16685,0.45124
1.50003,108.33352,0.36644
1.50003,108.50019,0.25511
1.50003,108.66686,0.16456
1.50003,108.83353,0.12365
1.50003,109.0002,0.07171
1.50003,111.00024,0
1.50003,118.50039,0.0263
1.50003,118.66706,0.13673
1.50003,118.83373,0.32677
1.50003,119.0004,0.63263
1.50003,119.16707,0.66048
1.50003,119.33374,0.61516
1.50003,119.50041,0.56552
1.50003,119.66708,0.5288
1.50003,119.83375,0.4951
1.50003,120.00042,0.43364
1.50003,120.16709,0.30828
1.50003,120.33376,0.22233
1.50003,120.50043,0.19049
1.50003,120.6671,0.18433
1.50003,120.83377,0.18375
1.50003,121.00044,0.16353
1.50003,121.16711,0.14622
1.50003,121.33378,0.13903
1.50003,121.50045,0.13868
1.50003,121.66712,0.13956
1.50003,121.83379,0.13679
1.50003,122.00046,0.12952
1.50003,122.16713,0.11678
1.50003,122.3338,0.10114
1.50003,122.50047,0.08624
1.50003,122.66714,0.07562
1.50003,122.83381,0.07092
1.50003,123.00048,0.0715
1.50003,123.16715,0.07522
1.50003,123.33382,0.08125
1.50003,123.50049,0.08908
1.50003,123.66716,0.09835
1.50003,123.83383,0.10863
1.50003,124.0005,0.11889
1.50003,124.16717,0.12882
1.50003,124.33384,0.13748
1.50003,124.50051,0.14394
1.50003,124.66718,0.14841
1.50003,124.83385,0.15242
1.50003,125.33386,0.09575
1.50003,125.50053,0.20485
1.50003,125.6672,0.34574
1.50003,125.83387,0.48193
1.50003,126.00054,0.50972
1.50003,126.16721,0.46258
1.50003,126.33388,0.42164
1.50003,126.50055,0.36762
1.50003,126.66722,0.32953
1.50003,126.83389,0.32014
1.50003,127.00056,0.28371
1.50003,127.16723,0.2532
1.50003,127.3339,0.20804
1.50003,127.50057,0.16283
1.50003,128.16725,0.01344
1.50003,128.33392,0.00657
1.50003,128.83393,0.31953
1.50003,129.0006,0.47287
1.50003,129.16727,0.57026
1.50003,129.33394,0.61132
1.50003,129.50061,0.63585
1.50003,129.66728,0.64102
1.50003,129.83395,0.59894
1.6667,101.83339,0.00001
1.6667,102.00006,0.00006
1.6667,102.16673,0.00006
1.6667,102.3334,0.00003
1.6667,102.50007,0.00004
1.6667,102.66674,0.00004
1.6667,102.83341,0.00003
1.6667,103.00008,0.00002
1.6667,104.33344,0.09132
1.6667,104.50011,0.07922
1.6667,104.66678,0.07167
1.6667,104.83345,0.06452
1.6667,105.00012,0.05605
1.6667,105.16679,0.0488
1.6667,105.33346,0.04415
1.6667,105.50013,0.04157
1.6667,105.6668,0.04306
1.6667,105.83347,0.05214
1.6667,106.00014,0.07097
1.6667,106.16681,0.09887
1.6667,106.33348,0.13256
1.6667,106.50015,0.16446
1.6667,106.66682,0.18918
1.6667,106.83349,0.21323
1.6667,107.00016,0.25292
1.6667,107.16683,0.31143
1.6667,107.3335,0.36552
1.6667,107.50017,0.39932
1.6667,107.66684,0.44315
1.6667,107.83351,0.4788
1.6667,108.00018,0.48992
1.6667,108.16685,0.44889
1.6667,108.33352,0.37316
1.6667,108.50019,0.27646
1.6667,108.66686,0.20123
1.6667,108.83353,0.15568
1.6667,109.0002,0.11712
1.6667,109.16687,0.06423
1.6667,110.50023,0.00006
1.6667,110.6669,0.00012
1.6667,110.83357,0.00005
1.6667,111.00024,0.00001
1.6667,118.16705,0.01754
1.6667,118.33372,0.04527
1.6667,118.50039,0.11033
1.6667,118.66706,0.215
1.6667,118.83373,0.44349
1.6667,119.0004,0.61037
1.6667,119.16707,0.62044
1.6667,119.33374,0.61027
1.6667,119.50041,0.59838
1.6667,119.66708,0.57978
1.6667,119.83375,0.55443
1.6667,120.00042,0.50729
1.6667,120.16709,0.39501
1.6667,120.33376,0.28539
1.6667,120.50043,0.23006
1.6667,120.6671,0.21173
1.6667,120.83377,0.20689
1.6667,121.00044,0.19602
1.6667,121.16711,0.18501
1.6667,121.33378,0.1792
1.6667,121.50045,0.17769
1.6667,121.66712,0.17604
1.6667,121.83379,0.16991
1.6667,122.00046,0.15881
1.6667,122.16713,0.14251
1.6667,122.3338,0.12297
1.6667,122.50047,0.10397
1.6667,122.66714,0.08915
1.6667,122.83381,0.0806
1.6667,123.00048,0.07844
1.6667,123.16715,0.08064
1.6667,123.33382,0.08593
1.6667,123.50049,0.09339
1.6667,123.66716,0.10283
1.6667,123.83383,0.11368
1.6667,124.0005,0.12522
1.6667,124.16717,0.13568
1.6667,124.33384,0.14476
1.6667,124.50051,0.15219
1.6667,124.66718,0.15729
1.6667,124.83385,0.16046
1.6667,125.33386,0.1477
1.6667,125.50053,0.23636
1.6667,125.6672,0.36554
1.6667,125.83387,0.49663
1.6667,126.00054,0.54546
1.6667,126.16721,0.52277
1.6667,126.33388,0.49866
1.6667,126.50055,0.45865
1.6667,126.66722,0.41061
1.6667,126.83389,0.38466
1.6667,127.00056,0.34152
1.6667,127.16723,0.29744
1.6667,127.3339,0.23781
1.6667,128.16725,0.05362
1.6667,128.33392,0.06153
1.6667,128.50059,0.07332
1.6667,128.66726,0.15377
1.6667,128.83393,0.32036
1.6667,129.0006,0.44772
1.6667,129.16727,0.53608
1.6667,129.33394,0.57614
1.6667,129.50061,0.58695
1.6667,129.66728,0.56859
1.6667,129.83395,0.50995
1.83337,101.83339,0.00014
1.83337,102.00006,0.00016
1.83337,102.16673,0.00013
1.83337,102.3334,0.00008
1.83337,102.50007,0.00005
1.83337,102.66674,0.00001
1.83337,102.83341,0
1.83337,104.16677,0.0099
1.83337,104.33344,0.10219
1.83337,104.50011,0.08472
1.83337,104.66678,0.07872
1.83337,104.83345,0.07164
1.83337,105.00012,0.06348
1.83337,105.16679,0.05744
1.83337,105.33346,0.055
1.83337,105.50013,0.05583
1.83337,105.6668,0.06095
1.83337,105.83347,0.07281
1.83337,106.00014,0.0925
1.83337,106.16681,0.11994
1.83337,106.33348,0.15597
1.83337,106.50015,0.19012
1.83337,106.66682,0.21398
1.83337,106.83349,0.23052
1.83337,107.00016,0.25037
1.83337,107.16683,0.29197
1.83337,107.3335,0.33678
1.83337,107.50017,0.37789
1.83337,107.66684,0.41571
1.83337,107.83351,0.44854
1.83337,108.00018,0.46201
1.83337,108.16685,0.43035
1.83337,108.33352,0.37561
1.83337,108.50019,0.30561
1.83337,108.66686,0.24295
1.83337,108.83353,0.19626
1.83337,109.0002,0.15132
1.83337,109.16687,0.0598
1.83337,109.83355,0.01433
1.83337,110.00022,0.0152
1.83337,110.16689,0.00501
1.83337,110.33356,0.00225
1.83337,110.50023,0.00149
1.83337,110.6669,0.0005
1.83337,110.83357,0.00011
1.83337,111.00024,0.00009
